,index,Unnamed: 0,Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County,Double Value,Farmers Market?,place_id,googlename,googlelat,googlelon,googleaddress,cost,multiple,how,check,type
1887,218983,218983,WALGREENS  04935,-87.79604300000003,41.938107,6809 W Belmont Ave,,Chicago,IL,60634.0,4644.0,COOK,False,False,ChIJS28fqQrLD4gR3pbOS1Yd1Yg,Walgreens,41.9379891,-87.79648499999999,"6809 West Belmont Avenue, Chicago",2.0,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
1888,219123,219123,CERMAK PRODUCE #5,-87.675484,41.831631,3435 S Archer Ave,,Chicago,IL,60608.0,6836.0,COOK,False,False,ChIJ2fu7KMItDogRBBIZmoPiy-M,Cermak Fresh Market,41.83096090000001,-87.6761154,"3435 South Archer Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1889,219168,219168,Zaid Certified Liquors Inc,-87.61331899999998,41.809391,513 E 47th St,,Chicago,IL,60653.0,4298.0,COOK,False,False,ChIJlQgHXVEpDogRsNe7f9bein4,Zaid Certified Liquors,41.8093174,-87.6133177,"513 East 47th Street, Chicago",,1,address first word,0,"['liquor_store', 'store', 'point_of_interest', 'establishment']"
1890,219183,219183,WALGREENS  1173,-87.666656,41.925243,1520 W Fullerton Ave,,Chicago,IL,60614.0,2023.0,COOK,False,False,ChIJvRQIN-XSD4gRr4gR8yRzEkY,Walgreens,41.9252562,-87.66652490000001,"1520 West Fullerton Avenue, Chicago",2.0,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
1891,219484,219484,Jewel 3224,-87.7873,41.952953,6430 W Irving Park Rd,,Chicago,IL,60634.0,2459.0,COOK,False,False,ChIJqQJTJ5LLD4gR22o3ESItztQ,Jewel-Osco,41.95408700000001,-87.78776599999999,"6430 West Irving Park Road, Chicago",2.0,4,name 1 and address 1 (more than one first) ,0,"['grocery_or_supermarket', 'pharmacy', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
1892,219870,219870,WALGREENS  04937,-87.82324200000002,41.984505,5753 N Canfield Ave,,Chicago,IL,60631.0,2206.0,COOK,False,False,ChIJGw2xSoTJD4gRM0Nu-TSvQHg,Walgreens,41.9848542,-87.8226889,"5753 North Canfield Avenue, Chicago",2.0,4,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
1893,220084,220084,DEVON MARKET,-87.667625,41.99815,1440 W Devon Ave,,Chicago,IL,60660.0,1326.0,COOK,False,False,ChIJ744yI6PRD4gRFQGefPs6uoQ,Devon Market,41.9983251,-87.6670834,"1440 West Devon Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1894,220100,220100,Quality Super Food,-87.60509499999998,41.780464,832 E 63rd St,,Chicago,IL,60637.0,3518.0,COOK,False,False,,,,,,,0,name second word,0,0
1895,220853,220853,EDGEWATER PRODUCE,-87.668465,41.982117,5509 N Clark St,,Chicago,IL,60640.0,1213.0,COOK,False,False,ChIJ4SvsZI_RD4gR862Vdny9DGk,Edgewater Produce Inc,41.9821913,-87.6682301,"5515 North Clark Street, Chicago",,4,name 1 & 2 (none first),0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1896,221039,221039,WALGREENS  5121,-87.77597,41.945744,5935 W Addison St,,Chicago,IL,60634.0,4214.0,COOK,False,False,ChIJL4TRZHjMD4gRmPXHyUX_qBM,Walgreens,41.9455504,-87.7756732,"5935 West Addison Street, Chicago",2.0,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
1897,221044,221044,WALGREENS  4519,-87.59416999999998,41.809723,1320 E 47th St,,Chicago,IL,60653.0,4508.0,COOK,False,False,ChIJ578nqWYpDogRoz4vys6wpu4,Walgreens,41.810503,-87.59402299999999,"1320 East 47th Street, Chicago",2.0,3,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
1898,221267,221267,Walgreens 4938,-87.745255,41.909687,4748 W North Ave,,Chicago,IL,60639.0,4640.0,COOK,False,False,ChIJCwzs2drMD4gRv5-rfMK7GD8,Walgreens,41.9097977,-87.7453365,"4748 West North Avenue, Chicago",2.0,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
1899,221268,221268,WALGREENS  5926,-87.704697,41.813721,4385 S Archer Ave,,Chicago,IL,60632.0,2810.0,COOK,False,False,ChIJp4gMn_kxDogRNAXPbUlUEQQ,Walgreens,41.813457,-87.70467099999999,"4385 South Archer Avenue, Chicago",2.0,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
1900,221863,221863,WALGREENS  232,-87.616928,41.832703,3405 S King Dr,,Chicago,IL,60616.0,4108.0,COOK,False,False,ChIJC1qDpvUrDogR1RXqIz_fT9Y,Walgreens,41.8323252,-87.61605449999999,"3405 South King Drive, Chicago",2.0,4,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
1901,222130,222130,LEAVITT CANDY STORE,-87.680176,41.832272,3359 S Leavitt St,,Chicago,IL,60608.0,6018.0,COOK,False,False,ChIJ58VOLuotDogR0qS9Y08a-cM,Leavitt Candy Store,41.8322587,-87.6800805,"3359 South Leavitt Street, Chicago",,1,address first word,0,"['food', 'store', 'point_of_interest', 'establishment']"
1902,222161,222161,J.J. PEPPERS FOOD STORE 0018,-87.707748,41.932003,3201 W Diversey Ave,,Chicago,IL,60647.0,1509.0,COOK,False,False,ChIJBYnlU3fND4gRnr6apuGTxR8,J J Peppers Food Store,41.9317544,-87.70760130000001,"3201 West Diversey Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1903,222166,222166,CARNICERIA LEON GUANAJUATO,-87.734039,41.917053,4301 W Armitage Ave,,Chicago,IL,60639.0,3511.0,COOK,False,False,ChIJRf4d0SHND4gRKmO0fQz9m5k,Carniceria Leon II,41.9169382,-87.73407689999999,"4301 West Armitage Avenue, Chicago",,1,address first word,0,"['food', 'store', 'point_of_interest', 'establishment']"
1904,222772,222772,LA CHAPARRITA,-87.70143900000002,41.846249,2500 S Whipple St,,Chicago,IL,60623.0,4138.0,COOK,False,False,ChIJn8S5RXcyDogRPGwG09or9IU,La Chaparrita,41.84626009999999,-87.7017093,"2500 South Whipple Street, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1905,222796,222796,SANDY'S FOOD MART,-87.669632,42.019417,1534 W Howard St,,Chicago,IL,60626.0,1715.0,COOK,False,False,ChIJX45W203QD4gRcDYT1z479bc,BMO Harris ATM,42.0196632,-87.6698146,"1534 West Howard Street, Chicago",,1,address first word,0,"['atm', 'finance', 'point_of_interest', 'establishment']"
1906,222845,222845,WALGREENS  6762,-87.68066400000002,41.678364,11833 S Western Ave,,Chicago,IL,60643.0,4733.0,COOK,False,False,ChIJz6cIgcAkDogR9QUO0PZm0gg,Walgreens,41.67783000000001,-87.680319,"11833 South Western Avenue, Chicago",2.0,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
1907,222928,222928,Kmart 3371,-87.715149,41.946514,3443 W Addison St,,Chicago,IL,60618.0,4249.0,COOK,False,False,ChIJrQ1jAAjND4gRRUpX82VqRqg,Little Caesars Pizza,41.9458492,-87.7146757,"3443 West Addison Street, Chicago",1.0,1,address first word,Double Check- invalid type,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
1908,222932,222932,Kmart 3594,-87.70385,41.80154,5050 S Kedzie Ave,,Chicago,IL,60632.0,3009.0,COOK,False,False,ChIJnTvC6-YxDogRY67mET26qfA,Sonrisa Family Dental - Gage Park,41.80217,-87.70452189999999,"5050 S Kedzie Ave # A, Chicago",,3,name 1 and address 1 (more than one first) ,0,"['dentist', 'doctor', 'health', 'point_of_interest', 'establishment']"
1909,222998,222998,CHICAGO LIVE POULTRY,-87.68980400000002,41.998299,6421 N Western Ave,,Chicago,IL,60645.0,5421.0,COOK,False,False,ChIJT-SF-9zRD4gRPwLpZ4IAVbA,Chicago Live Poultry,41.998447,-87.6895119,"6421 North Western Avenue, Chicago",,1,address first word,0,"['store', 'point_of_interest', 'establishment']"
1910,223189,223189,"SUPERMERCADO SANTOS, INC.",-87.72608199999998,41.836834,4045 W 31st St,,Chicago,IL,60623.0,4904.0,COOK,False,False,ChIJydfc6DcyDogRIHMOam1-rGo,Supermercado Alex,41.8370615,-87.7281454,"4134 West 31st Street, Chicago",,1,name first word,Double Check- Address mismatch,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1911,223511,223511,"MARQUETTE MARATHON, INC.",-87.674164,41.772137,2010 W Marquette Rd,,Chicago,IL,60636.0,2521.0,COOK,False,False,ChIJr9EEH7QvDogR3UNdSgan_Tg,Marathon Gas,41.7722254,-87.674054,"2010 West Marquette Road, Chicago",,1,address first word,0,"['gas_station', 'convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1912,223706,223706,CASA HERNANDEZ,-87.673309,42.008942,1725 W Lunt Ave,,Chicago,IL,60626.0,3212.0,COOK,False,False,ChIJL3fVybbRD4gRMYlbF0mS91o,Casa Hernandez,42.0088154,-87.6732631,"1727 West Lunt Avenue, Chicago",,1,name first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1913,224202,224202,SUPERMERCADO SANCHEZ,-87.69458,41.7864,2824 W 59th St,,Chicago,IL,60629.0,2201.0,COOK,False,False,ChIJ0YCXjyguDogR07NpML-hMYM,Supermercado Sanchez,41.786631,-87.6946682,"2824 West 59th Street, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1914,224555,224555,BONNE SANTE HEALTH FOODS,-87.588585,41.79958,1512 E 53rd St,,Chicago,IL,60615.0,4503.0,COOK,False,False,ChIJc6dwBHIpDogR5Gjd_xBtnFo,Bonne Sante Health Foods,41.79966929999999,-87.5885046,"1512 East 53rd Street, Chicago",,1,address first word,0,"['health', 'food', 'store', 'point_of_interest', 'establishment']"
1915,224775,224775,"STARS FOOD MARKET, INC.",-87.745171,41.880039,15 S Cicero Ave,,Chicago,IL,60644.0,4458.0,COOK,False,False,ChIJ7faXVCIzDogR2sF6zjeCtME,Nuk's Diner,41.8801175,-87.74407730000001,"4731 West Madison Street, Chicago",,2,"name second word, >1 results",Double Check- invalid type,"['restaurant', 'food', 'point_of_interest', 'establishment']"
1916,224987,224987,LA PALMA SUPERMARKET INC,-87.698288,41.817715,4173 S Archer Ave,,Chicago,IL,60632.0,1870.0,COOK,False,False,ChIJaSqyBAAyDogRmXx-nipqzFE,La Palma Supermercado,41.8175267,-87.69815249999999,"4171 South Archer Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1917,225195,225195,LA PRIMAVERA INC,-87.556015,41.737347,2802 E 87th St,,Chicago,IL,60617.0,3106.0,COOK,False,False,ChIJ_fxLB-InDogRZj7bh80LJiA,La Altena,41.7346918,-87.55395299999999,"8827 South Escanaba Avenue, Chicago",,1,name first word,Double Check- Address mismatch,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1918,225252,225252,CHICAGO CENTRAL PARK FD MART,-87.71674300000002,41.895519,3608 W Chicago Ave,,Chicago,IL,60651.0,3933.0,COOK,False,False,ChIJR7CYa7UyDogRHA_C1ZUce7E,Chicago & Central Park,41.89554,-87.7162053,United States,,2,name 1 & 2 (none first),Double Check- Address mismatch,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
1919,225298,225298,PARKSIDE FOOD STORE INC,-87.65414399999997,41.772358,1158 W Marquette Rd,,Chicago,IL,60621.0,1244.0,COOK,False,False,,,,,,,0,name second word,0,0
1920,225336,225336,Jewel Osco 3345,-87.625885,41.866753,1224 S Wabash Ave,,Chicago,IL,60605.0,2401.0,COOK,False,False,ChIJpb1r4JosDogR6BpNqpPA4sE,Jewel-Osco Pharmacy,41.86661779999999,-87.6260102,"1224 South Wabash Avenue, Chicago",2.0,4,name 1 and address 1 (more than one first) ,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']"
1921,225894,225894,TAI WAH GROCERY,-87.63205699999997,41.85214600000001,2226 S Wentworth Ave,,Chicago,IL,60616.0,2016.0,COOK,False,False,ChIJSc3QvmMsDogRiYTNYQjES2s,Tai Wah Grocery Store,41.852064,-87.632227,"2226 South Wentworth Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1922,226048,226048,"AUGUSTA FOOD, INC.",-87.77246099999998,41.898438,5858 W Augusta Blvd,,Chicago,IL,60651.0,2514.0,COOK,False,False,ChIJS4kYSqvMD4gR0Sxre9D7gFs,Augusta Food,41.8985813,-87.77259819999999,"5858 West Augusta Boulevard, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1923,226254,226254,"ROSE RIDGE FOODS, INC.",-87.62071999999998,41.70339600000001,10500 S Michigan Ave,,Chicago,IL,60628.0,2706.0,COOK,False,False,ChIJ3c5xUNYlDogRVTtmrLHNlk0,Rose Ridge Foods Inc,41.703338,-87.620986,"10500 South Michigan Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1924,226681,226681,COUNTRY FOOD,-87.62784599999998,41.68877,11300 S Wentworth Ave,,Chicago,IL,60628.0,4115.0,COOK,False,False,,,,,,,0,name second word,0,0
1925,227330,227330,Tony's Fresh Market 4,-87.72245,41.956028,4137 N Elston Ave,,Chicago,IL,60618.0,2107.0,COOK,False,False,ChIJPx1ssrjND4gR3jJMVTJrkI0,Tony's Finer Foods,41.9561086,-87.7224304,"4137 North Elston Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1926,227347,227347,JEWEL 3442,-87.729843,41.975582,4042 W Foster Ave,,Chicago,IL,60630.0,2747.0,COOK,False,False,ChIJJ3eCzNfND4gRjTg85v-YLVE,Jewel-Osco,41.9763358,-87.7300035,"4042 West Foster Avenue, Chicago",2.0,1,address first word,0,"['grocery_or_supermarket', 'pharmacy', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
1927,227647,227647,SAVE-A-LOT 852,-87.58631899999997,41.763268,7240 S Stony Island Ave,,Chicago,IL,60649.0,2838.0,COOK,False,False,ChIJX0JJ9_AoDogRuZsoH1UbJS4,Save-A-Lot,41.7631746,-87.5874978,"7240 South Stony Island Avenue, Chicago",1.0,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1928,227794,227794,Aldi 14,-87.76514399999998,41.867374,5629 W Fillmore St,,Chicago,IL,60644.0,5504.0,COOK,False,False,ChIJ1-D7PHAzDogRCS7l7qIqdVY,ALDI,41.8672175,-87.7646867,"5629 West Fillmore Street, Chicago, IL",1.0,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1929,227796,227796,WALGREENS  3961,-87.68498199999998,41.881241,2340 W Madison St,,Chicago,IL,60612.0,2228.0,COOK,False,False,ChIJC2_gfkMtDogRFdoIgpl1VzY,Walgreens,41.8814295,-87.68533719999999,"2340 West Madison Street, Chicago",2.0,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
1930,227833,227833,JEWEL 3501,-87.68824000000002,41.943146,3400 N Western Ave,,Chicago,IL,60618.0,6012.0,COOK,False,False,ChIJOSbsJXvSD4gRQBdNfYkKaNQ,Jewel-Osco,41.9435239,-87.69002789999999,"3400 North Western Avenue, Chicago",2.0,3,name 1 and address 1 (more than one first) ,0,"['grocery_or_supermarket', 'pharmacy', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
1931,228283,228283,"FIRST STOP FOOD MART, INC.",-87.654671,41.962543,4425 N Sheridan Rd,,Chicago,IL,60640.0,5605.0,COOK,False,False,ChIJawmxwSzSD4gRJDk7O9Qfo0c,Apna Ghar Inc,41.96129029999999,-87.6552229,"4350 North Broadway Street, Chicago",,1,name 1 & 2 (none first),Double Check- Address mismatch,"['point_of_interest', 'establishment']"
1932,228303,228303,"FIESTA SUPERMERCADO, INC.",-87.70575699999998,41.778885,3307 W 63rd St,,Chicago,IL,60629.0,3316.0,COOK,False,False,ChIJbagyvtIxDogRHD6VIZ8ICV4,Rio Valley Market Chicago,41.7788029,-87.706361,"3307 West 63rd Street, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1933,228400,228400,LONGWOOD FOODS,-87.67201999999997,41.691704,11106 S Longwood Dr,,Chicago,IL,60643.0,4006.0,COOK,False,False,ChIJsaGiX-MkDogRWs7bWKL_Q24,'Laine's Bake Shop,41.6923666,-87.6690893,"11057 South Homewood Avenue, Chicago",,4,"name second word, >1 results",Double Check- Address mismatch,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"
1934,228490,228490,SAVE-A-LOT  856,-87.764847,41.909332,5555 W North Ave,,Chicago,IL,60639.0,4251.0,COOK,False,False,ChIJVwyowbrMD4gRBTmn6tAztVM,Save-A-Lot,41.90923009999999,-87.7652547,"5555 West North Avenue, Chicago",1.0,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1935,228492,228492,SAVE-A-LOT  860,-87.7341,41.77851500000001,4439 W 63rd St,,Chicago,IL,60629.0,5548.0,COOK,False,False,ChIJOebrLKsxDogR-iV_5NnJ1xM,Save-A-Lot,41.7784291,-87.7339349,"4439 West 63rd Street, Chicago",1.0,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1936,228841,228841,NOOR FOOD,-87.757584,41.872917,5300 W Harrison St,,Chicago,IL,60644.0,5023.0,COOK,False,False,ChIJBWPRXmszDogRphhOMKTXSEc,Noor Foods,41.87301109999999,-87.7575971,"5300 West Harrison Street, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1937,229170,229170,WALGREENS  4986,-87.74588,41.938786,4745 W Belmont Ave,,Chicago,IL,60641.0,4410.0,COOK,False,False,ChIJp_3JQfPMD4gRwYQ2-CcXip4,Walgreens,41.938655,-87.745968,"4745 West Belmont Avenue, Chicago",2.0,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
1938,229283,229283,Rigo's Grocery,-87.717117,41.83897,2858 S Lawndale Ave,,Chicago,IL,60623.0,4556.0,COOK,False,False,ChIJHcYmIUAyDogRq4niERpGxj8,Rigos Grocery,41.8389787,-87.7172027,"2858 South Lawndale Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1939,229340,229340,REUTER'S BAKERY LLC,-87.80545,41.92382,7177 W Grand Ave,,Chicago,IL,60707.0,2807.0,COOK,False,False,ChIJ7b56rBDLD4gRf2hMAtHE9DE,Reuter's Bakery,41.9236405,-87.80553189999999,"7177 West Grand Avenue, Chicago",,1,address first word,0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"
1940,229731,229731,CARNICERIA LA MEJOR,-87.713913,41.933014,2848 N Milwaukee Ave,,Chicago,IL,60618.0,7401.0,COOK,False,False,ChIJiVthaHTND4gR2yEkCl35SEI,Carniceria La Mejor,41.9329548,-87.71399579999999,"2848 North Milwaukee Avenue, Chicago",,1,address first word,Double Check- invalid type,"['restaurant', 'food', 'point_of_interest', 'establishment']"
1941,229767,229767,WALGREENS  5867,-87.72285500000002,41.807861,3943 W 47th St,,Chicago,IL,60632.0,4145.0,COOK,False,False,ChIJ06CJAo4xDogRd9pAYUs3l1c,Walgreens,41.8076377,-87.7226657,"3943 West 47th Street, Chicago",2.0,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
1942,229892,229892,Foster Pantry Incorporated,-87.679283,41.975368,5139 N Damen Ave,,Chicago,IL,60625.0,1316.0,COOK,False,False,ChIJbXM7YfXRD4gR1VPGJhuzjfM,Foster Pantry,41.9758951,-87.6791997,"5139 North Damen Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1943,229894,229894,NEW NAM FOO LING INC,-87.63324,41.852753,233 W Cermak Rd,,Chicago,IL,60616.0,1913.0,COOK,False,False,ChIJL9Ns12MsDogR7aPXSdkUNj8,New Nam Foo Ling Inc,41.85264340000001,-87.63337039999999,"233 West Cermak Road, Chicago",,1,address first word,0,"['health', 'food', 'store', 'point_of_interest', 'establishment']"
1944,229935,229935,ASM GAS,-87.673553,41.793938,1952 W 55th St,,Chicago,IL,60609.0,5609.0,COOK,False,False,ChIJLXvbcEEuDogROVR8Yo-WNJo,Clark Gas,41.79414439999999,-87.67385279999999,"1952 W GARFIELD BLVD, Chicago",,1,address first word,0,"['gas_station', 'point_of_interest', 'establishment']"
1945,229936,229936,"M & M DISCOUNT, INC.",-87.664673,41.786678,1607 W 59th St,,Chicago,IL,60636.0,1734.0,COOK,False,False,ChIJCflznlAuDogRa4Az4rmcXaI,M & M Discount Inc,41.78664920000001,-87.66472309999999,"1607 West 59th Street, Chicago",,1,address first word,0,"['liquor_store', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1946,229941,229941,"NEIL'S FOOD, INC.",-87.644012,41.75338,7749 S Halsted St,,Chicago,IL,60620.0,2412.0,COOK,False,False,ChIJRVRUDGwvDogRLOvVeMeV3PY,Neil's Food,41.7528708,-87.64380949999999,"7757 South Halsted Street, Chicago",,1,name first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1947,229978,229978,WALGREENS  6270,-87.65412099999998,41.939816,1001 W Belmont Ave,,Chicago,IL,60657.0,3302.0,COOK,False,False,ChIJWSgq8qvTD4gRYp4cPTq4wQg,Walgreens,41.9397586,-87.6543891,"1001 West Belmont Avenue, Chicago",2.0,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
1948,229984,229984,"MAYFAIR MARATHON, INC.",-87.738167,41.96682,4721 N Elston Ave,,Chicago,IL,60630.0,4002.0,COOK,False,False,ChIJc2t8u4XND4gRp88345UPPOc,Marathon Gas,41.9669607,-87.7381056,"4721 North Elston Avenue, Chicago",,2,name 1 and address 1 (more than one first) ,0,"['gas_station', 'convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1949,230169,230169,LA UNICA FOOD MART INC,-87.668541,41.998085,1515 W Devon Ave,,Chicago,IL,60660.0,1313.0,COOK,False,False,ChIJrYs60bzRD4gR3I-_3Ao6AxA,La Unica Food Mart,41.99794219999999,-87.6684219,"1515 West Devon Avenue, Chicago",,1,address first word,Double Check- invalid type,"['grocery_or_supermarket', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
1950,230171,230171,RICHWELL MARKET,-87.638855,41.856312,1835 S Canal St,,Chicago,IL,60616.0,1522.0,COOK,False,False,ChIJiZL5UfUsDogR9iq5OHWfrrE,Richwell Market,41.856618,-87.63864699999999,"1835 South Canal Street, Chicago",,1,name 1 and address 1 (more than one first) ,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1951,230453,230453,DEL REAL BAKERY,-87.69976,41.779072,3044 W 63rd St,,Chicago,IL,60629.0,2742.0,COOK,False,False,ChIJDels4tQxDogRjpv8jpYwo_E,Del Real Bakery,41.7791393,-87.7000443,"3044 West 63rd Street, Chicago",,1,address first word,0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"
1952,230494,230494,NORTH & KEDZIE FOOD MART,-87.707436,41.910149,3214 W North Ave,,Chicago,IL,60647.0,4940.0,COOK,False,False,ChIJ94ylykTND4gRzrEmIJnin_g,North & Kedzie Food Mart,41.9102717,-87.7074517,"3214 West North Avenue, Chicago",,1,address first word,0,"['convenience_store', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1953,230767,230767,"GARFIELD ENTERPRISES, INC.",-87.67472099999998,41.793919,2006 W 55th St,,Chicago,IL,60609.0,5536.0,COOK,False,False,ChIJQacAD0EuDogRkknPFnb81jY,GARFIELD CITGO,41.79416289999999,-87.6746016,"2006 West Garfield Boulevard, Chicago",,1,address first word,0,"['gas_station', 'point_of_interest', 'establishment']"
1954,230811,230811,PETE'S FRESH MARKET,-87.70399499999998,41.807789,4700 S Kedzie Ave,,Chicago,IL,60632.0,3002.0,COOK,False,False,ChIJC536FYkxDogRGjkx8TmEmx0,Pete's Fresh Market,41.8078239,-87.7051687,"4700 South Kedzie Avenue, Chicago",2.0,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1955,230902,230902,CVS  2846,-87.74095200000002,41.735188,8639 S Cicero Ave,,Chicago,IL,60652.0,3505.0,COOK,False,False,ChIJrXPP6X46DogR7dM3bmMTUic,CVS,41.73544200000001,-87.7405167,"8639 South Cicero Avenue, Chicago",,1,address first word,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
1956,230910,230910,AMM CITGO INC,-87.604507,41.722443,9452 S Cottage Grove Ave,,Chicago,IL,60619.0,7720.0,COOK,False,False,ChIJC20WV6coDogRflMr5ac_ftI,CITGO,41.7223392,-87.60479529999999,"9454 South Cottage Grove Avenue, Chicago",,1,name second word,0,"['gas_station', 'point_of_interest', 'establishment']"
1957,230911,230911,GRAND FOOD MARKET INC,-87.755989,41.917007,5202 W Grand Ave,,Chicago,IL,60639.0,3008.0,COOK,False,False,ChIJ91jlD8DMD4gRl6hoI_j5UQc,Grand Food,41.9172882,-87.7563097,"5202 West Grand Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1958,230918,230918,CVS  3674,-87.62606,41.880695,105 S Wabash Ave,,Chicago,IL,60603.0,5711.0,COOK,False,False,ChIJz2fIeKQsDogRpjy1S0nq0v8,CVS Pharmacy,41.88038579999999,-87.6256994,"105 South Wabash Avenue, Chicago",,1,address first word,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']"
1959,230971,230971,EL RANCHITO FOOD MART,-87.72013100000002,41.764168,3900 W 71st St,,Chicago,IL,60629.0,4316.0,COOK,False,False,,,,,,,0,name second word,0,0
1960,231021,231021,CVS  2942,-87.63915300000002,41.918274,401 W Armitage Ave,,Chicago,IL,60614.0,4512.0,COOK,False,False,ChIJYbMR2hTTD4gRDBiKN9ExA0I,CVS,41.91811999999999,-87.63917,"401 West Armitage Avenue, Chicago",,1,address first word,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
